	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SUCLG2-AS1	14.01834111	-0.349979134	0.254506755	-1.375127095	0.169092046	1
WDR82P2	1.149050998	0.106305074	0.532731022	0.19954737	0.841834593	1
RPL36A	27.07281528	0.628634085	0.225829043	2.783672448	0.005374728	1
IGKV3-11	1105.394791	-1.520271245	0.39116143	-3.886557128	0.000101676	1
0.5296	1.29625387	0.390313913	0.486830039	0.801745747	0.422700048	1
SYNPR-AS1	9.675746676	0.838869683	0.315425793	2.659483472	0.007826057	1
PDXP	30.73099097	-0.617133419	0.303174796	-2.035569665	0.041793586	1
SLC25A24P1	1.709771106	0.580341269	0.849361873	0.683267389	0.494437897	1
RPL36AP43	2.423722169	-0.342288507	0.352949279	-0.969795174	0.332148599	1
RPP21	13.98956727	0.093805805	0.198556185	0.472439602	0.636613043	1
HNF1A-AS1	117.7505123	-0.513712797	0.268190103	-1.915480072	0.055431308	1
CD302	65.26864135	-0.787139729	0.236556974	-3.327484771	0.000876338	1
EGFL8	18.6223711	-0.288733925	0.226814395	-1.272996472	0.203019294	1
RPL37P6	1.172645548	-0.717361831	0.831595382	-0.862633254	0.388339141	1
ATP5MF	470.5286724	0.26823477	0.134671239	1.991774722	0.046395781	1
PTPRG-AS1	1.559206305	1.158063099	0.554898431	2.086982111	0.036889752	1
ARHGAP8	13.99021052	0.36181951	0.323371643	1.11889684	0.263184151	1
0.5311	11.14500731	-0.625971778	0.296830571	-2.108852119	0.034957348	1
0.5314	1.39272826	0.401871491	0.474390814	0.847131687	0.396921725	1
PSMC1P1	1.990961171	0.062803497	0.387837231	0.161932615	0.871358919	1
ACTG1P20	2.025443435	0.617376347	0.406863326	1.517404759	0.129164523	1
GUSBP2	2.295833496	-0.184332608	0.467525984	-0.394272434	0.693379913	1
ARPC4	618.3989811	0.06619157	0.117277081	0.564403284	0.572479705	1
CORT	1.658647734	-0.710682605	0.567262486	-1.252828493	0.21026813	1
IGKV2D-24	11.03174722	-1.855605801	0.477842023	-3.883303919	0.000103047	1
UBQLN4P1	6.331687858	0.514031294	0.248771294	2.066280582	0.038801994	1
0.5333	2.264910524	0.171029358	0.404584904	0.422727977	0.672493741	1
INMT	50.87437236	-0.089261101	0.278179249	-0.320876203	0.748304208	1
TRBV11-2	3.056583977	-1.514780491	0.482335082	-3.140514858	0.001686512	1
ARPC1A	122.4282724	0.070578314	0.151680819	0.465308099	0.641710836	1
VWFP1	3.86996671	1.097233763	0.458527616	2.392950228	0.016713508	1
RPL7AP30	5.057655809	0.527172325	0.274533907	1.920244864	0.054826977	1
XACT	4.645244289	-0.704864724	0.402614315	-1.750719481	0.079994242	1
RPSAP52	1.643185995	1.36154038	0.58266378	2.33675136	0.019452116	1
IGKV1-9	461.9018803	-1.905634443	0.474338222	-4.017459177	5.88E-05	1
0.535	21.43534018	-0.000671229	0.193927297	-0.003461241	0.997238335	1
ATP5PO	287.0088192	-0.31034045	0.14002453	-2.216329164	0.026668967	1
PLEKHO2	278.9367041	0.168807435	0.213702084	0.789919462	0.429574805	1
C8orf58	31.35130042	-0.174016374	0.171451513	-1.014959686	0.310125045	1
ANOS2P	9.36100037	-0.581622949	0.57018085	-1.020067492	0.307696453	1
PISD	307.9031111	0.114429122	0.108817669	1.051567476	0.292998036	1
0.537	1.545929086	0.238653167	0.478975397	0.498257672	0.618302438	1
0.5371	2.145614411	-1.106328742	0.425293905	-2.601327527	0.009286375	1
HOGA1	1.5838821	2.052048432	0.798344966	2.570378118	0.010158757	1
PWP2	5.690493849	0.467968107	0.640777287	0.730313194	0.465198765	1
PI4KA	622.1590075	-0.29036682	0.116994523	-2.481883883	0.013068985	1
ELOCP19	3.16581437	-0.592012821	0.380800732	-1.554652531	0.120028846	1
0.5381	8.503108022	-0.059543721	0.245641216	-0.24240118	0.80846932	1
PRR34-AS1	26.17372641	-0.101867199	0.215301361	-0.473137736	0.636114916	1
HYPK	13.36377128	-0.418690037	0.259753795	-1.611872645	0.106989656	1
RPL7AP6	29.20138359	0.504847479	0.171661988	2.940939251	0.003272187	1
IGKV1-33	98.09633742	-1.482968942	0.418748182	-3.541433743	0.000397959	1
RPL7AP31	1.434756134	0.372427415	0.520618673	0.71535547	0.474389421	1
RPS20P33	1.318901592	0.6599379	0.487435121	1.353898952	0.175768618	1
MUC20-OT1	199.2727566	-0.407267388	0.152072275	-2.678117279	0.007403729	1
AMACR	171.9966816	-0.048407382	0.252758815	-0.1915161	0.848121268	1
MTFP1	4.03077133	-0.029383801	0.333880399	-0.088006966	0.929871139	1
SNHG3	132.9448036	0.591181852	0.195881445	3.018059479	0.00254399	1
ARHGDIG	17.50198026	1.604427469	0.534930964	2.999316881	0.002705857	1
CRYZL2P	339.0943258	0.815084521	0.290553999	2.805277243	0.005027332	1
HOXB-AS4	75.34232002	0.291078025	0.30289945	0.960972444	0.336566023	1
TCP10L	1.260282182	-0.549728486	0.604078265	-0.910028579	0.362807438	1
ARFGAP3	409.0417251	0.266886079	0.134237497	1.988163398	0.046793622	1
BGLAP	3.440094035	-1.664316012	0.531593374	-3.13080654	0.00174327	1
LINC00996	24.8975644	-1.221131405	0.328783914	-3.714085007	0.00020394	1
C22orf39	192.8151982	-0.326045376	0.182469522	-1.786848411	0.073961992	1
PEG10	40.72677967	0.035557634	0.335939473	0.105845359	0.915705047	1
0.5422	12.50423168	0.159947681	0.310491752	0.515143091	0.606453033	1
STAG3L5P	108.3383309	0.024571253	0.193899584	0.126721536	0.8991608	1
0.5425	23.59949062	0.338563775	0.155678261	2.174765907	0.029647663	1
INHCAP	1.271332681	-0.603530801	0.537622057	-1.122593082	0.261610355	1
BMS1P4	3.159931964	-0.154014873	0.304683724	-0.505490977	0.613214034	1
UGT1A8	48.00181422	-1.657246598	0.48460443	-3.419792503	0.000626689	1
IGKV1-39	63.70885853	-1.348730437	0.389595504	-3.461873725	0.000536429	1
EIF6	1053.253951	0.564961342	0.186390498	3.03106299	0.002436944	1
0.5438	41.60018945	-0.754023143	1.119089818	-0.673782507	0.500449598	1
0.5442	3.318300114	0.448123986	0.416052367	1.077085534	0.281442055	1
IGHJ5	15.29609731	-1.595573224	0.397440373	-4.0146229	5.95E-05	1
0.5443	11.92980083	-0.054252585	0.283124369	-0.191621036	0.848039064	1
0.5444	4.010469591	0.191037261	0.297481959	0.642180998	0.52075567	1
MRPL20	489.9540339	0.060525672	0.081836112	0.739596127	0.459545092	1
ARPIN	636.552421	-0.516350362	0.154833151	-3.334882488	0.000853355	1
UGT1A10	202.4675921	-1.658886579	0.477158011	-3.476597984	0.000507819	1
LINC00960	21.3792134	0.233016743	0.506117196	0.460400763	0.645228587	1
0.5454	2.309973041	0.040637693	0.405985154	0.1000965	0.920267714	1
HLA-DMB	295.7077469	-0.59912924	0.236398153	-2.534407447	0.011263768	1
TUBAP13	2.827484552	3.486177689	1.294801852	2.692441074	0.007093107	1
IGKV1D-43	4.439531498	-1.248371077	0.651938441	-1.914860357	0.055510315	1
0.5458	11.87427891	-0.15658628	0.191112648	-0.819340226	0.412592328	1
MBL1P	2.794123752	-1.045380235	0.41487559	-2.519743894	0.011744025	1
0.5461	1.356563676	-0.660484299	0.613277104	-1.07697531	0.281491296	1
DECR2	207.9708832	-0.105707937	0.175457894	-0.602468973	0.54686201	1
0.5463	2.461294244	-0.313155991	0.349719395	-0.895449311	0.370546951	1
GNG10	29.44324555	0.484758699	0.137913195	3.514955169	0.000439828	1
0.5465	9.874045141	1.032556869	0.265278947	3.892343819	9.93E-05	1
CNTF	4.554700872	-0.159198027	0.369264077	-0.431122433	0.66637935	1
CCDC169	2.682855956	-0.433602249	0.644001941	-0.673293389	0.500760658	1
RTL5	53.9190692	-0.548026368	0.346733646	-1.580539917	0.113983273	1
LINC00882	1.190037136	0.238631373	0.635281965	0.375630643	0.707191507	1
IGKV1D-17	24.11517501	-1.5176288	0.581747001	-2.608743661	0.009087529	1
ZNF702P	58.68085244	-0.241240943	0.22078371	-1.092657349	0.274544273	1
GLYCTK-AS1	1.803284465	0.118212823	0.440392522	0.268426045	0.788371394	1
0.5482	1.858849377	0.504713327	0.462757078	1.090665818	0.275419956	1
AP5Z1	426.5557529	0.395635859	0.162432876	2.435688328	0.014863485	1
SOX2-OT	1.682131707	-0.752047934	0.476949099	-1.576788667	0.11484416	1
ZNF709	1.539747719	0.048384591	0.539837362	0.089628089	0.928582762	1
0.5487	33.46273197	0.346190339	0.20285311	1.706606025	0.087895305	1
IGHJ3	1.94017076	-2.629880018	0.6514367	-4.037046148	5.41E-05	1
ERVW-1	1.779024057	-0.933719807	0.418782014	-2.229608186	0.025773466	1
0.5492	1.513205297	0.02511959	0.490832682	0.051177501	0.95918408	1
FTH1P23	3.643673868	-0.759385641	0.312805255	-2.427662674	0.01519647	1
0.55	2.297675621	1.437135565	0.426795707	3.367268094	0.000759168	1
GK-AS1	1.701372043	0.470809971	0.566797687	0.830649069	0.406171906	1
EIF4EBP3	31.60229817	0.284722667	0.186000605	1.530762047	0.125828213	1
IGKV3-7	2.081831834	-1.270090789	0.677379563	-1.875006066	0.060791889	1
ARHGEF26-AS1	1.545940447	-0.641121505	0.713362775	-0.898731372	0.368795762	1
0.551	8.085577977	-0.771544033	0.399781401	-1.929914774	0.053617398	1
LINC00870	4.612950787	0.43701794	0.347295641	1.258345595	0.208266798	1
MRPL33	223.9763416	0.178408137	0.124375823	1.434427785	0.151450223	1
0.5521	2.934603558	0.353267504	0.328376234	1.075801069	0.282016234	1
0.5526	4.020805445	0.032913537	0.351894466	0.093532408	0.925480605	1
0.5529	21.01124038	-0.058648076	0.157323823	-0.372785726	0.709307927	1
0.5531	2.227289414	0.719869788	0.433173316	1.661851645	0.096542524	1
PCDHAC2	5.753377263	-0.254208636	0.441082725	-0.576328706	0.564393023	1
IGKV2-30	170.1359594	-1.32122938	0.459437677	-2.875753223	0.004030647	1
0.5535	1.428282471	-0.411338111	0.56252414	-0.731236372	0.464634787	1
STON1	42.9882077	0.095368497	0.236532717	0.403193683	0.686805746	1
IGKV2D-29	113.677319	-1.538678722	0.441373177	-3.486117421	0.000490086	1
PRAF2	29.08985126	0.305350457	0.284789394	1.072197432	0.283631363	1
0.5541	28.30434011	-0.152982241	0.151706685	-1.008408043	0.313258613	1
0.5543	1.766214983	-1.125080374	0.468509254	-2.401404805	0.016332258	1
0.5545	1.199737155	-0.23252305	0.515147805	-0.451371525	0.651721802	1
GUCY2GP	2.859824233	0.386342656	0.466288431	0.828548662	0.407359848	1
STMP1	319.340816	0.180706508	0.125697022	1.437635556	0.150537487	1
PTPRVP	2.759222712	-0.765674599	0.440968968	-1.736345763	0.082502716	1
KCTD7	129.372096	0.02236095	0.153347826	0.145818497	0.884064673	1
EFNA4	143.6055307	0.421825988	0.195444103	2.158294783	0.03090492	1
MCCC1-AS1	2.047551326	-0.187782525	0.433030238	-0.433647603	0.664544361	1
MRPS31P5	12.67140299	0.560214743	0.247490624	2.263579666	0.02359998	1
0.5557	1.252935267	-0.572806019	0.588785284	-0.972860625	0.330622577	1
RPL5P30	1.37123279	-0.047414411	0.503911514	-0.094092732	0.925035494	1
0.556	2.589260547	0.984223493	0.489860681	2.009190634	0.044516921	1
C4orf48	56.53665719	0.634054534	0.329553514	1.923980499	0.054357028	1
IGKV1-5	726.3541591	-0.91236143	0.406137006	-2.246437575	0.024675994	1
NAA80	52.82611632	0.32968345	0.161698679	2.03887534	0.041462471	1
MNX1-AS1	13.73478762	1.250770043	0.368073937	3.398148899	0.000678435	1
0.5564	1.991838129	0.338179082	0.574696736	0.58844789	0.556231701	1
0.5569	3.252650648	-0.111159284	0.318020022	-0.349535488	0.726687333	1
0.5571	9.728090312	-1.458586282	0.641221345	-2.274700138	0.022923924	1
HNRNPKP4	16.00844492	0.320785528	0.216005679	1.485079142	0.137522861	1
LINC01214	1.465600896	0.642967093	0.718666679	0.894666626	0.370965324	1
0.5572	4.525421748	0.799355796	0.324646268	2.462236206	0.01380737	1
UPK3B	4.622722346	0.324723593	0.429008513	0.756916431	0.44909993	1
IL10RB	94.92667121	-0.659222353	0.216945633	-3.038652332	0.002376389	1
RN7SL834P	2.283806208	-0.159279994	0.426258736	-0.373669747	0.708650036	1
ZNF487	26.49180004	-0.065986141	0.205932276	-0.320426415	0.748645104	1
WDR92	27.76834392	-0.094875684	0.106671297	-0.889420933	0.373776899	1
NME2	42.69467044	0.49677447	0.228197578	2.176948921	0.029484379	1
0.5585	31.42713151	-0.106380994	0.197265432	-0.539278437	0.589694745	1
RPL37P23	3.850733265	0.756362453	0.3312675	2.283237725	0.022416369	1
0.5587	5.468710434	-0.808956636	0.336442736	-2.404440787	0.01619723	1
DUBR	11.64410922	-0.19437758	0.285371796	-0.681138018	0.495784163	1
PLA2G4B	4.242259631	0.461472112	0.325884361	1.416060932	0.156757665	1
LEFTY1	786.8810772	0.928515962	0.476910084	1.946941347	0.051541767	1
CFAP57	1.449211484	0.380469275	0.512891121	0.741812949	0.458200674	1
NPIPB5	16.9371298	0.036504402	0.238061269	0.153340366	0.87812987	1
TTC4	38.27878646	0.216449569	0.131530476	1.645622935	0.099841414	1
RPLP0P2	9.28619294	0.937935491	0.300304446	3.123282063	0.001788463	1
EEF1A1P10	1.160989612	-0.326434192	0.559758795	-0.583169384	0.559779279	1
TMEM35B	22.8018802	0.081315014	0.170975968	0.475593236	0.634364195	1
HLA-L	104.4914084	-0.359864841	0.390845078	-0.92073525	0.357188668	1
HOTTIP	251.2278473	-0.360593372	0.53002898	-0.680327652	0.496297019	1
JMJD7	1.855392434	0.38036825	0.464646526	0.818618516	0.4130041	1
APOBEC3D	5.241378376	-0.830442217	0.334900431	-2.479668998	0.01315044	1
RN7SL832P	1.326724887	0.151793698	0.509805198	0.297748432	0.765895176	1
0.5604	2.801009811	-0.112290017	0.375361355	-0.299151778	0.764824241	1
WDR86-AS1	2.429159717	0.240603685	0.632305701	0.380517976	0.703560956	1
RPL5P17	2.532743121	0.35887798	0.3629629	0.988745628	0.322787613	1
OR2A7	9.7119643	-0.279801215	0.283465819	-0.987072149	0.32360727	1
TIPARP-AS1	8.689973277	0.041630416	0.281065459	0.148116444	0.882250872	1
MRPS6	157.1557123	-0.034190493	0.124839941	-0.273874629	0.784180969	1
ZNF512	117.6704054	-0.051651443	0.117004183	-0.441449537	0.658887586	1
0.5615	1.226862197	1.963018413	0.954877994	2.0557793	0.039803794	1
GSTA1	43.88266629	-0.731059059	0.372159612	-1.964369682	0.049487236	1
0.5618	1.380684543	0.415907259	0.48291032	0.861251543	0.389099518	1
RPL23AP65	2.119567452	0.746280524	0.392648075	1.900634617	0.057349888	1
PPIEL	53.41590698	-0.669014501	0.213002375	-3.140878137	0.001684421	1
NFS1	228.9073117	0.282220085	0.168380723	1.676083104	0.093721916	1
FAM86DP	44.70291872	0.434595452	0.1610539	2.698447236	0.006966378	1
DDOST	1918.898415	0.09871745	0.098213278	1.005133445	0.314832598	1
IL12A-AS1	1.738451686	1.533960153	0.647747751	2.368144312	0.017877561	1
LINC01011	22.34718517	0.418445647	0.206838048	2.023059349	0.043067029	1
TMEM199	90.09957987	-0.011381837	0.084056556	-0.135406889	0.892290177	1
0.5627	3.059462665	-0.991737561	0.355933936	-2.786296726	0.005331404	1
GSTA2	1.149335144	1.366508212	1.010965966	1.351685673	0.17647589	1
PDCL3P4	4.432476276	0.055649406	0.287892369	0.193299344	0.84672454	1
UGT1A7	1.26108923	-0.95113355	0.560020481	-1.69839065	0.089434056	1
ATP1B3-AS1	2.536901939	-0.275432974	0.443170518	-0.621505635	0.534266988	1
0.5637	6.258580001	-0.964575695	0.507273477	-1.901490495	0.057237796	1
0.5638	2.500440106	-0.311464909	0.420210555	-0.741211532	0.458565192	1
0.564	2.940305184	0.540915939	0.367844738	1.470500687	0.1414262	1
WWP1P1	5.995708678	0.237910951	0.251868283	0.944584797	0.344870892	1
FLNB-AS1	23.61100976	-0.589422087	0.205992426	-2.861377478	0.004218045	1
P2RY11	33.93241713	-0.108646577	0.158910543	-0.683696469	0.494166853	1
TMEM141	519.1070866	-0.087870412	0.234127312	-0.375310389	0.707429641	1
ARHGEF35-AS1	9.373931068	0.044352923	0.26657275	0.166382061	0.86785629	1
IFITM10	6.992181572	-0.961974975	0.32248174	-2.983037039	0.002854035	1
RN7SL130P	1.311694793	0.185208555	0.499023439	0.371141996	0.710531773	1
SIAH2-AS1	2.186703268	-0.5961777	0.461895991	-1.2907185	0.196801307	1
DBNDD2	72.38221693	0.028240624	0.193798033	0.145721931	0.884140908	1
GATA2-AS1	17.67273689	1.182684941	0.412367686	2.86803496	0.004130299	1
DUXAP10	1.785674459	3.192617343	0.85270707	3.744096248	0.000181044	1
0.566	16.83813702	0.435012085	0.17534537	2.480887205	0.013105584	1
LY6G6D	20.39152639	2.295661435	1.236352452	1.856801781	0.06333936	1
RPL7P23	5.684494001	0.839848402	0.319612486	2.627708365	0.008596218	1
FAM3D-AS1	6.661423816	-0.286179575	0.335484331	-0.853034102	0.393640393	1
0.567	75.77190381	0.552620656	0.19164083	2.883626916	0.003931242	1
ETV5	67.50147248	0.519319222	0.192514787	2.697554971	0.006985075	1
CFHR1	1.606693495	0.587196656	0.602780549	0.974146656	0.329983727	1
RN7SL268P	1.350044134	-0.653369668	0.497007806	-1.314606451	0.188642201	1
IGKV3-15	187.4761966	-1.171389102	0.372298422	-3.146371388	0.001653099	1
0.5674	7.380129252	0.117370435	0.333240281	0.352209628	0.724681057	1
RBM12	707.294314	0.316841807	0.088643389	3.574342191	0.000351109	1
ERVFRD-1	2.448756036	-0.948905705	0.518782483	-1.829101284	0.067384437	1
0.5679	7.687090687	-0.464698503	0.241500855	-1.924210593	0.054328192	1
LILRA6	10.79309627	0.848358493	0.313061527	2.709877829	0.0067308	1
SCARF2	57.52205383	1.078365316	0.335539949	3.21382095	0.001309813	1
APOBEC3C	304.4540325	-0.806713119	0.219074465	-3.682369463	0.000231076	1
0.5683	5.00632892	-0.09085696	0.303567936	-0.29929696	0.764713474	1
KRT18P34	3.501447934	0.040577194	0.39774033	0.102019311	0.918741347	1
LINC01213	1.939619358	1.03614392	0.914858659	1.132572677	0.257393748	1
ODCP	1.634214869	0.57011136	0.441560522	1.291128467	0.196659134	1
0.569	21.61251564	-0.011903804	0.193879285	-0.061398019	0.95104223	1
IGKV1-27	329.7609615	-1.312135369	0.421483927	-3.113132636	0.001851128	1
WNT5A-AS1	4.014259941	0.754453888	0.381435017	1.97793557	0.047935976	1
CCDC13	1.766538108	-2.27680517	0.69938663	-3.255431362	0.001132203	1
ASPRV1	9.150016924	-0.526931741	0.227604916	-2.315115822	0.020606594	1
0.5695	2.848097548	-1.509291492	0.461902666	-3.267553111	0.001084815	1
MIATNB	20.97806914	-0.427530977	0.164811933	-2.594053538	0.009485172	1
TPTEP2	11.45171284	0.009235969	0.219810381	0.042017895	0.966484433	1
LINC02086	252.0208703	0.45101281	0.323371464	1.394720502	0.16310014	1
0.5703	2.314575584	0.534459774	0.594615872	0.898832001	0.368742152	1
FCGR2C	30.85766467	-0.513021666	0.342418663	-1.498229274	0.134073692	1
UBE2V1	20.24349155	0.516123987	0.154645574	3.337463682	0.000845468	1
PTCHD4	3.407889621	0.975232112	0.585927542	1.664424424	0.096027643	1
0.5706	3.774106371	-0.359485174	0.372293133	-0.965597111	0.334245821	1
0.571	4.885935017	-0.406835964	0.25364912	-1.603932094	0.108729022	1
ASLP1	1.793807061	-1.315168159	0.491901522	-2.673641165	0.007503269	1
C4A	24.8915613	0.411259251	0.338847617	1.213699702	0.224862418	1
HBB	158.1186584	-1.620518429	0.475056294	-3.411213468	0.000646744	1
RPL15P21	3.14160634	-0.741746587	0.474312046	-1.563836705	0.117855922	1
N4BP2L2	780.0260796	0.145061117	0.123230786	1.177149979	0.23913565	1
GABPB1-AS1	60.50598157	0.461366659	0.212598968	2.170126522	0.029997263	1
MTCYBP18	3.514497382	-0.564057924	0.44528797	-1.266726168	0.20525322	1
ALKBH3-AS1	2.385844298	0.04168815	0.408468346	0.102059683	0.918709302	1
0.5718	6.349830557	0.126467782	0.253299771	0.499281077	0.617581384	1
RUFY1-AS1	4.500778832	-0.650410193	0.385074244	-1.689051405	0.091209579	1
0.572	3.187224151	-0.869845238	0.486652844	-1.787403996	0.073872216	1
LIFR-AS1	3.397158278	-0.875724919	0.470305968	-1.862032332	0.062598533	1
LINC02453	5.039625194	-0.14812242	0.3261991	-0.454085925	0.649766984	1
0.5723	2.233951489	-0.250737955	0.462408796	-0.542243048	0.587651084	1
LINC00847	91.04324278	-0.109545287	0.152247228	-0.719522375	0.471819121	1
MIR3150BHG	5.154873734	-1.142383865	0.454640154	-2.512721007	0.011980404	1
A2M-AS1	6.919437614	-0.335911787	0.378978856	-0.886360231	0.375423442	1
MALINC1	13.75135564	0.220350985	0.216157983	1.019397861	0.308014121	1
ARAP1-AS2	2.859762252	0.011376259	0.353222538	0.032207059	0.974306927	1
RNF139-AS1	17.86779704	0.282641436	0.202343496	1.396839737	0.16246177	1
0.5725	4.26333803	-0.11150916	0.269448588	-0.413842065	0.678989775	1
LINC00861	12.10201423	-0.575486726	0.305883775	-1.881390165	0.059918864	1
EEF1A1P4	1.263011154	-0.249690247	0.514446537	-0.485357038	0.627423102	1
0.5726	12.60512291	-0.408743653	0.200167962	-2.042003368	0.041151197	1
USP2-AS1	10.23120114	0.553942694	0.347083476	1.595992699	0.110490423	1
SAP30L-AS1	6.17583172	-0.196557622	0.257944279	-0.762015821	0.446050562	1
0.5728	2.678145227	-0.250493494	0.417031262	-0.600658792	0.548067271	1
0.5729	7.366545919	0.341932275	0.281035301	1.216687988	0.223722951	1
LINC02447	3.292258888	-0.785084266	0.426279705	-1.841711572	0.065517351	1
0.5734	13.06940389	0.269897334	0.295911175	0.912089021	0.361721858	1
LINC02709	6.019061797	0.536101108	0.259401671	2.066683326	0.038764003	1
LINC00461	2.465303909	-0.815352094	0.582231106	-1.400392535	0.161395804	1
NEAT1	6081.212245	-0.241706441	0.223713504	-1.080428483	0.279951418	1
RORA-AS1	4.722026451	-0.125425499	0.292600046	-0.428658506	0.668171762	1
